"iso3","Year","GPI"
"JAM",2021,1.969
"JAM",2022,1.99
"JPN",2008,1.405
"JPN",2009,1.40199999999999
"JPN",2010,1.397
"JPN",2011,1.40199999999999
"JPN",2012,1.41599999999999
"JPN",2013,1.367
"JPN",2014,1.364
"JPN",2015,1.365
"JPN",2016,1.38
"JPN",2017,1.347
"JPN",2018,1.352
"JPN",2019,1.38
"JPN",2020,1.37
"JPN",2021,1.355
"JPN",2022,1.336
"JOR",2008,1.921
"JOR",2009,1.872
"JOR",2010,1.88599999999999
"JOR",2011,1.863
"JOR",2012,1.92399999999999
"JOR",2013,1.911
"JOR",2014,1.859
"JOR",2015,1.939
"JOR",2016,1.93599999999999
"JOR",2017,1.966
"JOR",2018,2.04099999999999
"JOR",2019,1.962
"JOR",2020,1.964
"JOR",2021,1.93
"JOR",2022,1.849
"KAZ",2008,2.077
"KAZ",2009,2.109
"KAZ",2010,2.148
"KAZ",2011,2.111
"KAZ",2012,2.09399999999999
"KAZ",2013,1.962
"KAZ",2014,2.007
"KAZ",2015,1.979
"KAZ",2016,1.957
"KAZ",2017,1.948
"KAZ",2018,1.939
"KAZ",2019,1.911
"KAZ",2020,1.978
"KAZ",2021,1.91799999999999
"KAZ",2022,2.071
"KEN",2008,2.42499999999999
"KEN",2009,2.50899999999999
"KEN",2010,2.551
"KEN",2011,2.528
"KEN",2012,2.452
"KEN",2013,2.52
"KEN",2014,2.487
"KEN",2015,2.44099999999999
"KEN",2016,2.439
"KEN",2017,2.426
"KEN",2018,2.40099999999999
"KEN",2019,2.365
"KEN",2020,2.395
"KEN",2021,2.325
"KEN",2022,2.30299999999999
"KWT",2008,1.603
"KWT",2009,1.595
"KWT",2010,1.52499999999999
"KWT",2011,1.538
"KWT",2012,1.611
"KWT",2013,1.614
"KWT",2014,1.59
"KWT",2015,1.655
"KWT",2016,1.702
"KWT",2017,1.837
"KWT",2018,1.839
"KWT",2019,1.748
"KWT",2020,1.685
"KWT",2021,1.702
"KWT",2022,1.739
"KGZ",2008,2.25899999999999
"KGZ",2009,2.253
"KGZ",2010,2.25099999999999
"KGZ",2011,2.25
"KGZ",2012,2.42899999999999
"KGZ",2013,2.387
"KGZ",2014,2.28299999999999
"KGZ",2015,2.184
"KGZ",2016,2.136
"KGZ",2017,2.103
"KGZ",2018,2.088
"KGZ",2019,2.05399999999999
"KGZ",2020,2.04099999999999
"KGZ",2021,1.919
"KGZ",2022,2.028
"LAO",2008,1.91799999999999
"LAO",2009,1.90799999999999
"LAO",2010,1.746
"LAO",2011,1.768
"LAO",2012,1.78899999999999
"LAO",2013,1.77
"LAO",2014,1.739
"LAO",2015,1.74
"LAO",2016,1.814
"LAO",2017,1.766
"LAO",2018,1.78
"LAO",2019,1.76099999999999
"LAO",2020,1.806
"LAO",2021,1.782
"LAO",2022,1.80899999999999
"LVA",2008,1.595
"LVA",2009,1.68799999999999
"LVA",2010,1.66599999999999
"LVA",2011,1.66
"LVA",2012,1.65599999999999
"LVA",2013,1.596
"LVA",2014,1.556
"LVA",2015,1.609
"LVA",2016,1.562
"LVA",2017,1.55699999999999
"LVA",2018,1.562
"LVA",2019,1.599
"LVA",2020,1.617
"LVA",2021,1.63399999999999
"LVA",2022,1.673
"LBN",2008,2.62699999999999
"LBN",2009,2.56599999999999
"LBN",2010,2.573
"LBN",2011,2.583
"LBN",2012,2.394
"LBN",2013,2.41
"LBN",2014,2.56099999999999
"LBN",2015,2.577
"LBN",2016,2.632
"LBN",2017,2.716
"LBN",2018,2.67799999999999
"LBN",2019,2.75599999999999
"LBN",2020,2.7
"LBN",2021,2.71899999999999
"LBN",2022,2.615
"LSO",2008,1.856
"LSO",2009,1.857
"LSO",2010,1.852
"LSO",2011,1.883
"LSO",2012,1.858
"LSO",2013,1.867
"LSO",2014,1.82
"LSO",2015,1.87
"LSO",2016,1.93799999999999
"LSO",2017,2.012
"LSO",2018,2.09
"LSO",2019,2.144
"LSO",2020,2.088
"LSO",2021,2.11
"LSO",2022,2.089
"LBR",2008,1.957
"LBR",2009,1.967
"LBR",2010,2.00499999999999
"LBR",2011,1.996
"LBR",2012,1.93599999999999
"LBR",2013,1.869
"LBR",2014,1.846
"LBR",2015,1.92
"LBR",2016,1.939
"LBR",2017,1.978
"LBR",2018,1.89199999999999
"LBR",2019,1.841
"LBR",2020,1.864
"LBR",2021,1.961
"LBR",2022,1.973
"LBY",2008,2.08599999999999
"LBY",2009,2.055
"LBY",2010,2.023
"LBY",2011,2.694
"LBY",2012,2.467
"LBY",2013,2.55799999999999
"LBY",2014,2.48099999999999
"LBY",2015,2.86399999999999
"LBY",2016,3.079
"LBY",2017,3.218
"LBY",2018,3.113
"LBY",2019,3.10599999999999
"LBY",2020,3.068
"LBY",2021,3.101
"LBY",2022,2.93
"LTU",2008,1.69199999999999
"LTU",2009,1.67599999999999
"LTU",2010,1.683
"LTU",2011,1.77
"LTU",2012,1.75699999999999
"LTU",2013,1.709
"LTU",2014,1.675
"LTU",2015,1.691
"LTU",2016,1.701
"LTU",2017,1.704
"LTU",2018,1.687
"LTU",2019,1.65
"LTU",2020,1.622
"LTU",2021,1.66799999999999
"LTU",2022,1.724
"MDG",2008,1.772
"MDG",2009,2.035
"MDG",2010,1.98
"MDG",2011,2.164
"MDG",2012,2.164
"MDG",2013,2.101
"MDG",2014,2.05399999999999
"MDG",2015,1.99
"MDG",2016,1.903
"MDG",2017,1.944
"MDG",2018,1.891
"MDG",2019,1.867
"MDG",2020,1.905
"MDG",2021,1.951
"MDG",2022,1.995
"MWI",2008,1.843
"MWI",2009,1.838
"MWI",2010,1.80899999999999
"MWI",2011,1.71
"MWI",2012,1.794
"MWI",2013,1.77
"MWI",2014,1.78699999999999
"MWI",2015,1.731
"MWI",2016,1.864
"MWI",2017,1.823
"MWI",2018,1.825
"MWI",2019,1.78699999999999
"MWI",2020,1.89799999999999
"MWI",2021,1.9
"MWI",2022,1.895
"MYS",2008,1.691
"MYS",2009,1.68599999999999
"MYS",2010,1.657
"MYS",2011,1.575
"MYS",2012,1.62599999999999
"MYS",2013,1.582
"MYS",2014,1.558
"MYS",2015,1.61
"MYS",2016,1.66799999999999
"MYS",2017,1.679
"MYS",2018,1.629
"MYS",2019,1.589
"MYS",2020,1.54499999999999
"MYS",2021,1.52
"MYS",2022,1.471
"MLI",2008,2.216
"MLI",2009,2.232
"MLI",2010,2.313
"MLI",2011,2.30299999999999
"MLI",2012,2.313
"MLI",2013,2.42399999999999
"MLI",2014,2.51399999999999
"MLI",2015,2.589
"MLI",2016,2.52
"MLI",2017,2.648
"MLI",2018,2.63
"MLI",2019,2.685
"MLI",2020,2.7
"MLI",2021,2.83
"MLI",2022,2.911
"MRT",2008,2.278
"MRT",2009,2.351
"MRT",2010,2.24299999999999
"MRT",2011,2.29999999999999
"MRT",2012,2.29599999999999
"MRT",2013,2.23099999999999
"MRT",2014,2.24299999999999
"MRT",2015,2.20299999999999
"MRT",2016,2.16
"MRT",2017,2.241
"MRT",2018,2.22299999999999
"MRT",2019,2.214
"MRT",2020,2.184
"MRT",2021,2.237
"MRT",2022,2.193
"MUS",2008,1.605
"MUS",2009,1.62
"MUS",2010,1.614
"MUS",2011,1.619
"MUS",2012,1.601
"MUS",2013,1.522
"MUS",2014,1.51699999999999
"MUS",2015,1.522
"MUS",2016,1.542
"MUS",2017,1.534
"MUS",2018,1.53299999999999
"MUS",2019,1.554
"MUS",2020,1.54
"MUS",2021,1.59
"MUS",2022,1.57
"MEX",2008,2.25099999999999
"MEX",2009,2.323
"MEX",2010,2.33599999999999
"MEX",2011,2.40399999999999
"MEX",2012,2.51799999999999
"MEX",2013,2.47299999999999
"MEX",2014,2.41599999999999
"MEX",2015,2.398
"MEX",2016,2.41599999999999
"MEX",2017,2.50999999999999
"MEX",2018,2.536
"MEX",2019,2.53299999999999
"MEX",2020,2.575
"MEX",2021,2.62599999999999
"MEX",2022,2.612
"MDA",2008,1.966
"MDA",2009,1.949
"MDA",2010,1.981
"MDA",2011,1.981
"MDA",2012,1.966
"MDA",2013,1.937
"MDA",2014,1.923
"MDA",2015,1.903
"MDA",2016,1.92199999999999
"MDA",2017,1.887
"MDA",2018,1.855
"MDA",2019,1.869
"MDA",2020,1.848
"MDA",2021,1.848
"MDA",2022,1.88199999999999
"MNG",2008,2.015
"MNG",2009,1.983
"MNG",2010,1.981
"MNG",2011,1.814
"MNG",2012,1.818
"MNG",2013,1.87
"MNG",2014,1.725
"MNG",2015,1.708
"MNG",2016,1.778
"MNG",2017,1.75
"MNG",2018,1.764
"MNG",2019,1.76
"MNG",2020,1.745
"MNG",2021,1.758
"MNG",2022,1.77499999999999
"MNE",2008,2.071
"MNE",2009,2.02099999999999
"MNE",2010,1.994
"MNE",2011,1.996
"MNE",2012,1.949
"MNE",2013,1.77099999999999
"MNE",2014,1.79299999999999
"MNE",2015,1.80099999999999
"MNE",2016,1.745
"MNE",2017,1.792
"MNE",2018,1.742
"MNE",2019,1.81099999999999
"MNE",2020,1.806
"MNE",2021,1.796
"MNE",2022,1.80099999999999
"MAR",2008,2.00199999999999
"MAR",2009,1.988
"MAR",2010,1.976
"MAR",2011,2.044
"MAR",2012,2.071
"MAR",2013,2.03399999999999
"MAR",2014,2.04999999999999
"MAR",2015,2.05699999999999
"MAR",2016,2.04999999999999
"MAR",2017,1.93199999999999
"MAR",2018,1.933
"MAR",2019,2.03699999999999
"MAR",2020,2.04499999999999
"MAR",2021,1.996
"MAR",2022,1.969
"MOZ",2008,1.87
"MOZ",2009,1.853
"MOZ",2010,1.843
"MOZ",2011,1.969
"MOZ",2012,1.845
"MOZ",2013,1.891
"MOZ",2014,1.972
"MOZ",2015,1.976
"MOZ",2016,1.977
"MOZ",2017,2.06
"MOZ",2018,2.121
"MOZ",2019,2.14
"MOZ",2020,2.132
"MOZ",2021,2.15
"MOZ",2022,2.31599999999999
"MMR",2008,2.494
"MMR",2009,2.52099999999999
"MMR",2010,2.383
"MMR",2011,2.229
"MMR",2012,2.248
"MMR",2013,2.29499999999999
"MMR",2014,2.229
"MMR",2015,2.297
"MMR",2016,2.12199999999999
"MMR",2017,2.096
"MMR",2018,2.23899999999999
"MMR",2019,2.347
"MMR",2020,2.379
"MMR",2021,2.488
"MMR",2022,2.63099999999999
"NAM",2008,2.05799999999999
"NAM",2009,2.04899999999999
"NAM",2010,2.04899999999999
"NAM",2011,1.976
"NAM",2012,1.927
"NAM",2013,1.91799999999999
"NAM",2014,1.87799999999999
"NAM",2015,1.913
"NAM",2016,1.869
"NAM",2017,1.834
"NAM",2018,1.832
"NAM",2019,1.919
"NAM",2020,1.845
"NAM",2021,1.883
"NAM",2022,1.90799999999999
"NPL",2008,2.11399999999999
"NPL",2009,2.052
"NPL",2010,2.104
"NPL",2011,2.13
"NPL",2012,2.012
"NPL",2013,2.00599999999999
"NPL",2014,1.95
"NPL",2015,1.863
"NPL",2016,1.965
"NPL",2017,1.98
"NPL",2018,1.992
"NPL",2019,1.959
"NPL",2020,1.948
"NPL",2021,1.981
"NPL",2022,1.947
"NLD",2008,1.53099999999999
"NLD",2009,1.546
"NLD",2010,1.558
"NLD",2011,1.53699999999999
"NLD",2012,1.50499999999999
"NLD",2013,1.476
"NLD",2014,1.469
"NLD",2015,1.453
"NLD",2016,1.443
"NLD",2017,1.451
"NLD",2018,1.463
"NLD",2019,1.471
"NLD",2020,1.528
"NLD",2021,1.52499999999999
"NLD",2022,1.522
"NZL",2008,1.294
"NZL",2009,1.3
"NZL",2010,1.312
"NZL",2011,1.31099999999999
"NZL",2012,1.325
"NZL",2013,1.335
"NZL",2014,1.318
"NZL",2015,1.29099999999999
"NZL",2016,1.26899999999999
"NZL",2017,1.278
"NZL",2018,1.234
"NZL",2019,1.28499999999999
"NZL",2020,1.27899999999999
"NZL",2021,1.284
"NZL",2022,1.26899999999999
"NIC",2008,1.846
"NIC",2009,1.85
"NIC",2010,1.844
"NIC",2011,1.885
"NIC",2012,1.93
"NIC",2013,1.877
"NIC",2014,1.86
"NIC",2015,1.948
"NIC",2016,1.89599999999999
"NIC",2017,1.927
"NIC",2018,1.872
"NIC",2019,2.293
"NIC",2020,2.40499999999999
"NIC",2021,2.333
"NIC",2022,2.334
"NER",2008,2.01299999999999
"NER",2009,2.091
"NER",2010,2.117
"NER",2011,2.06199999999999
"NER",2012,2.05699999999999
"NER",2013,2.00899999999999
"NER",2014,1.981
"NER",2015,2.237
"NER",2016,2.194
"NER",2017,2.38899999999999
"NER",2018,2.44
"NER",2019,2.374
"NER",2020,2.55799999999999
"NER",2021,2.63099999999999
"NER",2022,2.65499999999999
"NGA",2008,2.499
"NGA",2009,2.467
"NGA",2010,2.459
"NGA",2011,2.455
"NGA",2012,2.581
"NGA",2013,2.60199999999999
"NGA",2014,2.71899999999999
"NGA",2015,2.76699999999999
"NGA",2016,2.78699999999999
"NGA",2017,2.75599999999999
"NGA",2018,2.754
"NGA",2019,2.769
"NGA",2020,2.782
"NGA",2021,2.733
"NGA",2022,2.725
"PRK",2008,2.887
"PRK",2009,2.886
"PRK",2010,2.935
"PRK",2011,2.982
"PRK",2012,2.92099999999999
"PRK",2013,2.935
"PRK",2014,2.946
"PRK",2015,2.954
"PRK",2016,2.922
"PRK",2017,2.946
"PRK",2018,2.927
"PRK",2019,2.899
"PRK",2020,2.97699999999999
"PRK",2021,2.91699999999999
"PRK",2022,2.942
"MKD",2008,1.856
"MKD",2009,1.88399999999999
"MKD",2010,1.851
"MKD",2011,1.804
"MKD",2012,1.843
"MKD",2013,1.911
"MKD",2014,1.90399999999999
"MKD",2015,1.891
"MKD",2016,1.989
"MKD",2017,2.01299999999999
"MKD",2018,1.944
"MKD",2019,1.835
"MKD",2020,1.8
"MKD",2021,1.687
"MKD",2022,1.704
"NOR",2008,1.395
"NOR",2009,1.419
"NOR",2010,1.44
"NOR",2011,1.512
"NOR",2012,1.55299999999999
"NOR",2013,1.516
"NOR",2014,1.542
"NOR",2015,1.463
"NOR",2016,1.465
"NOR",2017,1.46
"NOR",2018,1.48
"NOR",2019,1.5
"NOR",2020,1.50899999999999
"NOR",2021,1.483
"NOR",2022,1.465
"OMN",2008,1.735
"OMN",2009,1.764
"OMN",2010,1.713
"OMN",2011,1.891
"OMN",2012,1.88799999999999
"OMN",2013,1.867
"OMN",2014,1.90399999999999
"OMN",2015,1.973
"OMN",2016,1.927
"OMN",2017,1.88799999999999
"OMN",2018,1.94
"OMN",2019,1.919
"OMN",2020,1.90599999999999
"OMN",2021,1.90199999999999
"OMN",2022,1.889
"PAK",2008,2.87
"PAK",2009,3.06599999999999
"PAK",2010,3.101
"PAK",2011,3.111
"PAK",2012,3.12599999999999
"PAK",2013,3.194
"PAK",2014,3.128
"PAK",2015,3.097
"PAK",2016,3.08599999999999
"PAK",2017,3.011
"PAK",2018,2.92899999999999
"PAK",2019,2.891
"PAK",2020,2.842
"PAK",2021,2.827
"PAK",2022,2.789
"PSE",2016,2.789
"PSE",2017,2.744
"PSE",2018,2.623
"PSE",2019,2.604
"PSE",2020,2.607
"PSE",2021,2.52
"PSE",2022,2.552
"PAN",2008,1.81499999999999
"PAN",2009,1.768
"PAN",2010,1.881
"PAN",2011,1.81299999999999
"PAN",2012,1.849
"PAN",2013,1.842
"PAN",2014,1.866
"PAN",2015,1.913
"PAN",2016,1.835
"PAN",2017,1.82
"PAN",2018,1.82
"PAN",2019,1.816
"PAN",2020,1.877
"PAN",2021,1.885
"PAN",2022,1.87599999999999
"PNG",2008,1.997
"PNG",2009,1.986
"PNG",2010,1.967
"PNG",2011,2.011
"PNG",2012,1.973
"PNG",2013,1.965
"PNG",2014,1.969
"PNG",2015,1.992
"PNG",2016,1.983
"PNG",2017,1.949
"PNG",2018,1.973
"PNG",2019,1.958
"PNG",2020,1.986
"PNG",2021,2.051
"PNG",2022,2.04599999999999
"PRY",2008,1.879
"PRY",2009,1.935
"PRY",2010,2.00499999999999
"PRY",2011,1.93199999999999
"PRY",2012,1.954
"PRY",2013,2.05399999999999
"PRY",2014,1.992
"PRY",2015,2.051
"PRY",2016,2.00899999999999
"PRY",2017,1.98
"PRY",2018,2.003
"PRY",2019,2.06
"PRY",2020,2.01699999999999
"PRY",2021,2.015
"PRY",2022,1.976
"PER",2008,2.027
"PER",2009,1.995
"PER",2010,2.06099999999999
"PER",2011,2.027
"PER",2012,2.05699999999999
"PER",2013,2.083
"PER",2014,2.02899999999999
"PER",2015,2.03699999999999
"PER",2016,2.028
"PER",2017,2.00099999999999
"PER",2018,1.979
"PER",2019,1.973
"PER",2020,2.00499999999999
"PER",2021,2.01799999999999
"PER",2022,2.091
"PHL",2008,2.237
"PHL",2009,2.29599999999999
"PHL",2010,2.306
"PHL",2011,2.31199999999999
"PHL",2012,2.39299999999999
"PHL",2013,2.35
"PHL",2014,2.387
"PHL",2015,2.402
"PHL",2016,2.403
"PHL",2017,2.459
"PHL",2018,2.464
"PHL",2019,2.46899999999999
"PHL",2020,2.42399999999999
"PHL",2021,2.452
"PHL",2022,2.339
"POL",2008,1.576
"POL",2009,1.585
"POL",2010,1.649
"POL",2011,1.56299999999999
"POL",2012,1.56099999999999
"POL",2013,1.524
"POL",2014,1.482
"POL",2015,1.491
"POL",2016,1.499
"POL",2017,1.595
"POL",2018,1.619
"POL",2019,1.58
"POL",2020,1.609
"POL",2021,1.51299999999999
"POL",2022,1.552
"PRT",2008,1.355
"PRT",2009,1.373
"PRT",2010,1.413
"PRT",2011,1.427
"PRT",2012,1.45
"PRT",2013,1.46
"PRT",2014,1.39599999999999
"PRT",2015,1.366
"PRT",2016,1.286
"PRT",2017,1.25899999999999
"PRT",2018,1.29499999999999
"PRT",2019,1.247
"PRT",2020,1.244
"PRT",2021,1.30299999999999
"PRT",2022,1.30099999999999
"QAT",2008,1.597
"QAT",2009,1.411
"QAT",2010,1.466
"QAT",2011,1.487
"QAT",2012,1.534
"QAT",2013,1.571
"QAT",2014,1.536
"QAT",2015,1.62799999999999
"QAT",2016,1.579
"QAT",2017,1.532
"QAT",2018,1.73
"QAT",2019,1.617
"QAT",2020,1.575
"QAT",2021,1.581
"QAT",2022,1.53299999999999
"COG",2008,2.14699999999999
"COG",2009,2.07399999999999
"COG",2010,2.1
"COG",2011,2.067
"COG",2012,2.056
"COG",2013,2.085
"COG",2014,2.125
"COG",2015,2.16299999999999
"COG",2016,2.245
"COG",2017,2.26399999999999
"COG",2018,2.29
"COG",2019,2.27899999999999
"COG",2020,2.27599999999999
"COG",2021,2.23899999999999
"COG",2022,2.184
"ROU",2008,1.574
"ROU",2009,1.599
"ROU",2010,1.655
"ROU",2011,1.63199999999999
"ROU",2012,1.62799999999999
"ROU",2013,1.613
"ROU",2014,1.587
"ROU",2015,1.581
"ROU",2016,1.592
"ROU",2017,1.56
"ROU",2018,1.53899999999999
"ROU",2019,1.574
"ROU",2020,1.53699999999999
"ROU",2021,1.56
"ROU",2022,1.64
"RUS",2008,2.919
"RUS",2009,3.00099999999999
"RUS",2010,3.05399999999999
"RUS",2011,2.94
"RUS",2012,2.92899999999999
"RUS",2013,2.935
"RUS",2014,3.043
"RUS",2015,3.06499999999999
"RUS",2016,3.00599999999999
"RUS",2017,2.975
"RUS",2018,3.063
"RUS",2019,3.099
"RUS",2020,3.056
"RUS",2021,3.03799999999999
"RUS",2022,3.27499999999999
"RWA",2008,1.80699999999999
"RWA",2009,1.945
"RWA",2010,1.974
"RWA",2011,2.044
"RWA",2012,2.056
"RWA",2013,2.149
"RWA",2014,2.23
"RWA",2015,2.2
"RWA",2016,2.133
"RWA",2017,2.03699999999999
"RWA",2018,2.15
"RWA",2019,1.974
"RWA",2020,1.99
"RWA",2021,1.984
"RWA",2022,1.945
"SAU",2008,2.301
"SAU",2009,2.234
"SAU",2010,2.26799999999999
"SAU",2011,2.189
"SAU",2012,2.274
"SAU",2013,2.17499999999999
"SAU",2014,2.056
"SAU",2015,2.06999999999999
"SAU",2016,2.153
"SAU",2017,2.338
"SAU",2018,2.41599999999999
"SAU",2019,2.40499999999999
"SAU",2020,2.38799999999999
"SAU",2021,2.41199999999999
"SAU",2022,2.28799999999999
"SEN",2008,2.111
"SEN",2009,2.07799999999999
"SEN",2010,2.12199999999999
"SEN",2011,2.149
"SEN",2012,2.128
"SEN",2013,2.09799999999999
"SEN",2014,2.077
"SEN",2015,1.986
"SEN",2016,1.959
"SEN",2017,1.927
"SEN",2018,1.826
"SEN",2019,1.872
"SEN",2020,1.84
"SEN",2021,1.87799999999999
"SEN",2022,1.91599999999999
"SRB",2008,1.929
"SRB",2009,1.95
"SRB",2010,1.977
"SRB",2011,1.956
"SRB",2012,2.00099999999999
"SRB",2013,1.968
"SRB",2014,1.891
"SRB",2015,1.838
"SRB",2016,1.77899999999999
"SRB",2017,1.782
"SRB",2018,1.76299999999999
"SRB",2019,1.724
"SRB",2020,1.76499999999999
"SRB",2021,1.78499999999999
"SRB",2022,1.832
"SLE",2008,1.80699999999999
"SLE",2009,1.806
"SLE",2010,1.835
"SLE",2011,1.834
"SLE",2012,1.865
"SLE",2013,1.82
"SLE",2014,1.818
"SLE",2015,1.80099999999999
"SLE",2016,1.762
"SLE",2017,1.75699999999999
"SLE",2018,1.719
"SLE",2019,1.814
"SLE",2020,1.855
"SLE",2021,1.828
"SLE",2022,1.80299999999999
"SGP",2008,1.584
"SGP",2009,1.52299999999999
"SGP",2010,1.49
"SGP",2011,1.461
"SGP",2012,1.447
"SGP",2013,1.464
"SGP",2014,1.429
"SGP",2015,1.391
"SGP",2016,1.39
"SGP",2017,1.39599999999999
"SGP",2018,1.39799999999999
"SGP",2019,1.348
"SGP",2020,1.304
"SGP",2021,1.346
"SGP",2022,1.326
"SVK",2008,1.53699999999999
"SVK",2009,1.52499999999999
"SVK",2010,1.54299999999999
"SVK",2011,1.59
"SVK",2012,1.587
"SVK",2013,1.581
"SVK",2014,1.53
"SVK",2015,1.518
"SVK",2016,1.568
"SVK",2017,1.596
"SVK",2018,1.532
"SVK",2019,1.51899999999999
"SVK",2020,1.54099999999999
"SVK",2021,1.54499999999999
"SVK",2022,1.499
"SVN",2008,1.348
"SVN",2009,1.347
"SVN",2010,1.347
"SVN",2011,1.344
"SVN",2012,1.38599999999999
"SVN",2013,1.37599999999999
"SVN",2014,1.37
"SVN",2015,1.354
"SVN",2016,1.321
"SVN",2017,1.31299999999999
"SVN",2018,1.33
"SVN",2019,1.29299999999999
"SVN",2020,1.312
"SVN",2021,1.29499999999999
"SVN",2022,1.316
"SOM",2008,3.153
"SOM",2009,3.237
"SOM",2010,3.3
"SOM",2011,3.157
"SOM",2012,3.228
"SOM",2013,3.184
"SOM",2014,3.17099999999999
"SOM",2015,3.133
"SOM",2016,3.156
"SOM",2017,3.103
"SOM",2018,3.13399999999999
"SOM",2019,3.05399999999999
"SOM",2020,3.128
"SOM",2021,3.181
"SOM",2022,3.125
"ZAF",2008,2.221
"ZAF",2009,2.39
"ZAF",2010,2.365
"ZAF",2011,2.341
"ZAF",2012,2.334
"ZAF",2013,2.33
"ZAF",2014,2.33199999999999
"ZAF",2015,2.39
"ZAF",2016,2.29
"ZAF",2017,2.29199999999999
"ZAF",2018,2.302
"ZAF",2019,2.41
"ZAF",2020,2.321
"ZAF",2021,2.331
"ZAF",2022,2.28299999999999
"KOR",2008,1.756
"KOR",2009,1.776
"KOR",2010,1.802
"KOR",2011,1.879
"KOR",2012,1.78899999999999
"KOR",2013,1.762
"KOR",2014,1.774
"KOR",2015,1.78899999999999
"KOR",2016,1.77899999999999
"KOR",2017,1.79899999999999
"KOR",2018,1.80499999999999
"KOR",2019,1.804
"KOR",2020,1.764
"KOR",2021,1.825
"KOR",2022,1.77899999999999
"SSD",2011,2.345
"SSD",2012,2.31499999999999
"SSD",2013,2.567
"SSD",2014,3.04899999999999
"SSD",2015,3.266
"SSD",2016,3.29899999999999
"SSD",2017,3.23899999999999
"SSD",2018,3.289
"SSD",2019,3.28
"SSD",2020,3.28699999999999
"SSD",2021,3.248
"SSD",2022,3.184
"ESP",2008,1.65199999999999
"ESP",2009,1.707
"ESP",2010,1.719
"ESP",2011,1.673
"ESP",2012,1.609
"ESP",2013,1.589
"ESP",2014,1.52699999999999
"ESP",2015,1.504
"ESP",2016,1.51299999999999
"ESP",2017,1.487
"ESP",2018,1.619
"ESP",2019,1.691
"ESP",2020,1.673
"ESP",2021,1.641
"ESP",2022,1.603
"LKA",2008,2.47
"LKA",2009,2.56
"LKA",2010,2.689
"LKA",2011,2.596
"LKA",2012,2.523
"LKA",2013,2.213
"LKA",2014,2.11
"LKA",2015,2.119
"LKA",2016,2.00199999999999
"LKA",2017,1.87
"LKA",2018,1.899
"LKA",2019,1.943
"LKA",2020,1.982
"LKA",2021,2.095
"LKA",2022,2.02
"SDN",2008,3.02199999999999
"SDN",2009,3.016
"SDN",2010,3.04099999999999
"SDN",2011,3.10199999999999
"SDN",2012,3.117
"SDN",2013,3.128
"SDN",2014,3.18199999999999
"SDN",2015,3.13
"SDN",2016,3.096
"SDN",2017,3.06199999999999
"SDN",2018,3.03799999999999
"SDN",2019,2.866
"SDN",2020,2.94099999999999
"SDN",2021,2.90799999999999
"SDN",2022,3.007
"SWE",2008,1.45
"SWE",2009,1.441
"SWE",2010,1.444
"SWE",2011,1.439
"SWE",2012,1.43399999999999
"SWE",2013,1.41599999999999
"SWE",2014,1.389
"SWE",2015,1.375
"SWE",2016,1.42199999999999
"SWE",2017,1.504
"SWE",2018,1.482
"SWE",2019,1.51499999999999
"SWE",2020,1.508
"SWE",2021,1.497
"SWE",2022,1.564
"CHE",2008,1.44
"CHE",2009,1.476
"CHE",2010,1.469
"CHE",2011,1.447
"CHE",2012,1.411
"CHE",2013,1.39399999999999
"CHE",2014,1.37799999999999
"CHE",2015,1.364
"CHE",2016,1.357
"CHE",2017,1.354
"CHE",2018,1.397
"CHE",2019,1.37
"CHE",2020,1.389
"CHE",2021,1.38399999999999
"CHE",2022,1.357
"SYR",2008,2.15399999999999
"SYR",2009,2.222
"SYR",2010,2.29199999999999
"SYR",2011,2.305
"SYR",2012,2.63399999999999
"SYR",2013,2.98899999999999
"SYR",2014,3.278
"SYR",2015,3.359
"SYR",2016,3.362
"SYR",2017,3.40499999999999
"SYR",2018,3.38099999999999
"SYR",2019,3.331
"SYR",2020,3.334
"SYR",2021,3.29599999999999
"SYR",2022,3.35599999999999
"TWN",2008,1.79499999999999
"TWN",2009,1.852
"TWN",2010,1.711
"TWN",2011,1.689
"TWN",2012,1.617
"TWN",2013,1.609
"TWN",2014,1.606
"TWN",2015,1.729
"TWN",2016,1.702
"TWN",2017,1.72
"TWN",2018,1.732
"TWN",2019,1.697
"TWN",2020,1.66799999999999
"TWN",2021,1.653
"TWN",2022,1.618
"TJK",2008,2.20299999999999
"TJK",2009,2.209
"TJK",2010,2.177
"TJK",2011,2.18
"TJK",2012,2.177
"TJK",2013,2.244
"TJK",2014,2.261
"TJK",2015,2.12699999999999
"TJK",2016,2.09399999999999
"TJK",2017,2.06999999999999
"TJK",2018,2.077
"TJK",2019,2.168
"TJK",2020,2.153
"TJK",2021,2.05799999999999
"TJK",2022,2.031
"TZA",2008,1.707
"TZA",2009,1.744
"TZA",2010,1.778
"TZA",2011,1.77099999999999
"TZA",2012,1.786
"TZA",2013,1.80099999999999
"TZA",2014,1.81099999999999
"TZA",2015,1.861
"TZA",2016,1.856
"TZA",2017,1.80899999999999
"TZA",2018,1.889
"TZA",2019,1.872
"TZA",2020,1.854
"TZA",2021,1.92799999999999
"TZA",2022,2.00099999999999
"THA",2008,2.326
"THA",2009,2.39599999999999
"THA",2010,2.379
"THA",2011,2.38399999999999
"THA",2012,2.415
"THA",2013,2.375
"THA",2014,2.378
"THA",2015,2.353
"THA",2016,2.21
"THA",2017,2.224
